Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,mexicano
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1,0.05,0.38,2.05,59,40,5.9,71,EA Vancouver,T,true
Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,,,,,,,true
NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05,2.05,,,,,,,true
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04,72,38,9,34,Zipper Interactive,T,true
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0,0.31,2.04,82,41,8.2,68,Ubisoft Montpellier,T,true
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,73,26,6,43,EA Black Box,E10+,true
Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,78,26,8.9,53,Rare Ltd.,E,true
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86,56,8.2,63,Harmonix Music Systems,T,true
PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25,2.04,,,,,,,true
1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03,,,,,,,true
Carnival Games,DS,2008,Misc,Take-Two Interactive,1.21,0.63,0,0.19,2.03,48,11,3.3,4,Cat Daddy Games,E,true
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,2.03,86,19,7.7,41,EA Sports,E,true
Call of Duty 2,X360,2005,Shooter,Activision,1.82,0.04,0.01,0.16,2.03,89,65,8.1,307,Infinity Ward,T,true
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.08,0,0.23,2.03,73,24,7.7,29,"Ubisoft Paris, Ubisoft Montpellier",E10+,true
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0,2.02,62,34,8.1,97,ChunSoft,E,true
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89,54,8.7,1397,From Software,M,true
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0,0.16,2.02,70,34,7.7,17,Ubisoft,E10+,true
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.19,2.02,81,5,6.6,480,EA DICE,M,true
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,92,72,9.1,1130,Intelligent Systems,T,true
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,6.4,182,Black Box,T,true
Just Dance 2015,Wii,2014,Misc,Ubisoft,0.99,0.85,0,0.17,2.01,,,8.4,5,Ubisoft,E10+,true
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89,43,7.4,1984,BioWare,M,true
Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2,,,,,,,true
Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.66,0,0.29,2,88,67,8.8,545,EA Redwood Shores,M,true
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.28,0,0.23,2,76,44,7.1,107,Midway,T,true
TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0,0.24,2,71,19,5.7,9,Midway Studios - San Diego,E10+,true
Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,87,14,8.8,45,Acquire,M,true
Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,,,,,,,true
Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,76,11,7.9,14,Eurocom Entertainment Software,E,true
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,75,53,7.8,162,h.a.n.d. Inc.,E10+,true
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.88,0,0.32,1.98,80,46,7.6,82,EA Black Box,T,true
SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,,,,,,,true
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,,,8.5,33,Argonaut Games,E,true
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80,53,6.2,667,Ghost Games,E10+,true
Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0,0.28,1.97,56,20,4.1,95,Check Six Games,E,true
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68,40,6.6,167,Capcom,M,true
E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97,,,,,,,true
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81,57,8.7,34,Clap Hanz,E10+,true
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.18,0.64,0.9,0.24,1.96,,,,,,,true
Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,,,,,,,true
Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,,,,,,,true
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,83,8.4,431,"PLAYGROUND, Playground Games",T,true
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,Ubisoft Montreal,M,true
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95,69,24,7.7,59,Vicarious Visions,E,true
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16,1.95,67,71,5,1407,Capcom,M,true
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95,93,58,8.6,118,Rockstar North,AO,true
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95,,,,,,,true
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95,90,31,8.8,70,Electronic Arts,E,true
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94,80,33,8.9,41,Aki Corp.,T,true
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71,29,8.1,41,"Flagship, HAL Labs",E,true
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87,55,7.7,455,Criterion Games,E10+,true
Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0,0,0,1.94,,,,,Jellyvision,E,true
Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,,,,,,,true
Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0,0.13,1.94,,,7.4,10,Art,E,true
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78,39,6.4,55,The Sims Studio,T,true
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87,51,8,106,EA Canada,E,true
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77,32,8.9,137,Dimps Corporation,T,true
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0,0.18,1.94,83,19,7.6,78,Exakt,M,true
Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,,,,,,,true
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94,63,18,8.3,22,Ubisoft,M,true
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93,33,8.5,1647,Irrational Games,M,true
X-Men Legends,PS2,2004,Role-Playing,Activision,1,0.72,0,0.21,1.93,79,48,8.5,69,Raven Software,T,true
Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0,0.06,1.93,,,,,,,true
Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,,,,,,,true
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.23,0,0.16,1.93,72,61,7.5,87,Midway,T,true
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86,81,6,1079,Bungie,T,true
Tetris DX,GB,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,,,,,,,true
The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,,,,,,,true
Destiny,X360,2014,Shooter,Activision,1.31,0.43,0,0.18,1.92,,,4.7,504,Bungie,T,true
Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0,0.2,1.92,88,25,8,69,Volition Inc.,M,true
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09,1.92,80,22,8.6,31,Maxis,T,true
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92,57,47,6.3,117,"Nintendo, Nd Cube",E,true
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,18,9.2,46,Rainbow Studios,E,true
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92,15,7.4,48,NanaOn-Sha,K-A,true
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.55,0,0.27,1.92,84,43,7.5,80,Neversoft Entertainment,T,true
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,83,75,6.5,134,Slightly Mad Studios,E,true
Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,,,,,,,true
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86,43,6.4,557,Blizzard Entertainment,M,true
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79,78,7.1,506,Sumo Digital,E,true
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90,45,8.6,80,Factor 5,T,true
Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,,,,,,,true
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.48,0,0.29,0.12,1.89,69,31,7.8,58,Namco Bandai Games,E,true
Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.74,0.62,0.41,0.13,1.89,,,,,,,true
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0,0.2,1.89,70,11,7.8,17,Electronic Arts,E,true
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.14,0,0.18,1.88,85,38,4.4,132,EA Tiburon,E,true
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0,0.17,1.88,74,46,7.5,685,WB Games Montreal,T,true
Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0,0.17,1.88,29,7,4.6,7,Midway,E,true
Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,0.44,0,0.08,1.88,,,,,,,true
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,81,43,8.5,90,Midway,M,true
Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,,,,,,,true
Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,,,true
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88,47,6.7,162,Visual Concepts,E,true
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18,1.88,49,15,6.6,13,Papaya Studios,E,true
WCW Nitro,PS,1998,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,,,,,,,true
High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87,,,,,,,true
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82,39,7.7,145,Rare Ltd.,T,true
FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,,,,,,,true
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.6,0.03,0,0.24,1.87,76,19,4.1,91,EA Sports,E,true
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78,17,9.1,90,Omega Force,T,true
The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,,,,,,,true
Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.05,0.53,0.03,0.26,1.86,,,,,,,true
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86,86,39,6.7,41,EA Sports,E,true
Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71,32,8.5,24,"Luxoflux, Inc.",E,true
Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,,,,,,,true
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74,12,8.4,248,SCEI,T,true
SingStar,PS2,2004,Misc,Sony Computer Entertainment,0,1.37,0,0.49,1.86,,,,,,,true
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0,0.18,1.86,71,18,7.9,75,Krome Studios,T,true
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86,70,16,7.4,8,Electronic Arts,E,true
Just Cause 3,PS4,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73,42,6.5,403,Avalanche Studios,M,true
Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,94,16,8.1,297,SquareSoft,T,true
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85,84,55,8.6,246,Naughty Dog,T,true
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76,37,7.9,84,Jupiter Corporation,E,true
Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,,,,,,,true
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87,31,7.8,790,Rockstar Studios,M,true
Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,0,1.1,0.42,0.33,1.84,,,,,,,true
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,82,22,7.9,76,TT Games,E10+,true
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.32,0.37,0,0.15,1.84,80,4,4.5,8,Altron,E,true
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84,87,25,8.5,36,EA Sports,E,true
"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0,1.83,,,,,,,true
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.82,0,0.2,1.83,67,25,8.3,66,Ubisoft Montpellier,E10+,true
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0,0.03,1.83,,,,,,,true
Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,,,,,,,true
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,80,68,8.8,206,HAL Labs,E,true
Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,,,,,,,true
GoldenEye 007 (2010),Wii,2010,Action,Activision,0.84,0.7,0.13,0.16,1.83,,,,,,,true
Sonic Classic Collection,DS,2010,Platform,Sega,0.92,0.73,0,0.17,1.83,70,24,7.5,28,Creative Assembly,E,true
Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,,,,,,true
Diablo III,PS4,2014,Role-Playing,Activision,0.51,0.98,0.06,0.28,1.82,,,,,Blizzard Entertainment,M,true
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83,90,8.4,932,Sucker Punch,T,true
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0,0.22,1.82,82,42,4.8,1265,Blizzard Entertainment,T,true
Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,,,,,,,true
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,72,9,6,5,Mass Media,E,true
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,85,17,7.9,70,Maxis,T,true
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89,81,8.9,1441,From Software,M,true
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,54,8.9,797,Valve Software,M,true
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,1.81,82,27,8.2,11,Konami,E,true
Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,,,,,,,true
Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94,36,8,84,Sega AM2,T,true
Mafia III,PS4,2016,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,68,66,5.1,1147,Hangar 13,M,true
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81,88,64,9,178,Sucker Punch,E,true
Guitar Hero: World Tour,PS2,2008,Misc,Activision,1,0.03,0,0.77,1.8,,,8,13,BudCat,T,true
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83,23,8.3,46,Dimps Corporation,E,true
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8,80,54,6,148,EA Tiburon,E,true
NFL GameDay 2000,PS,1999,Sports,989 Studios,1,0.68,0,0.12,1.8,,,,,,,true
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89,46,7.6,105,Visual Concepts,E,true
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87,85,7.9,863,Turn 10,E,true
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75,65,7.3,1223,Tango Gameworks,M,true
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,62,8.9,491,Retro Studios,T,true
The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.92,0.6,0.14,0.14,1.79,,,,,,,true
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,,,,,,,true
Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,,,,,,,true
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0,0.24,1.78,85,41,8.5,47,Rockstar San Diego,T,true
SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0,0.08,1.78,,,,,,,true
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,53,7.6,47,SCEE London Studio,M,true
50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0,0.16,1.77,47,21,6.6,129,Genuine Games,M,true
Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,,,,,,true
Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,,,,,,,true
Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87,35,8.6,44,Team Ninja,T,true
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75,30,7.4,27,TOSE,E10+,true
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.6,0,0.15,1.76,76,7,7.7,10,Traveller's Tales,E10+,true
High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.15,0.45,0,0.16,1.76,,,,,,,true
Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,,,,,,,true
WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0,0.07,1.76,,,,,,,true
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84,58,8.1,47,THQ,T,true
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76,75,5,9,54,Heavy Iron Studios,E,true
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91,29,9.3,198,Camelot Software Planning,E,true
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,,,,,,,true
Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,,,,,,,true
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76,83,46,8.9,73,Aki Corp.,M,true
Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76,84,29,6.1,27,Red Storm Entertainment,M,true
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76,71,34,5.7,33,VIS Entertainment,M,true
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0,0.03,1.76,,,,,,,true
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,8.2,24,Maxis,T,true
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84,25,8,21,LucasArts,T,true
Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75,,,,,,,true
Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75,80,55,9.1,57,Pandemic Studios,T,true
Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,,,,,,,true
Madden NFL 17,PS4,2016,Sports,Electronic Arts,1.25,0.17,0,0.32,1.75,82,35,4.9,83,EA Sports,E,true
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83,66,8,291,Avalanche Studios,M,true
Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,,,,,,,true
Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,,,,,,,true
Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,,,,,,,true
The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.67,0.79,0,0.29,1.75,,,,,,,true
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81,28,7.1,47,EA Canada,E,true
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.53,0.03,0.18,1.75,83,75,8,340,Realtime Worlds,M,true
Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65,38,6.8,135,Nd Cube,E,true
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55,6,6.2,6,Konami,E10+,true
2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03,1.75,,,,,,,true
Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.35,0.25,0.24,1.74,,,,,,,true
Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,,,,,,,true
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83,35,8.7,99,Monolith Soft,T,true
Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.81,0.1,0.27,1.74,,,5.1,383,Ubisoft Montreal,M,true
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55,61,3.5,145,Terminal Reality,T,true
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78,38,8.3,444,Capcom,M,true
Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0,0.01,1.74,,,,,,,true
Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0,0.04,1.74,,,,,,,true
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63,94,6.6,3172,"Ready at Dawn, SCE Santa Monica",M,true
SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73,92,33,8.9,71,EA Canada,E,true
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.68,0.42,0.2,1.73,54,83,6.5,1074,SCE Japan Studio,E10+,true
Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0,0.05,1.73,,,,,,,true
Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,,,,,,,true
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,0.14,1.35,0.03,1.73,78,41,8.1,31,ArtePiazza,T,true
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0,0.08,1.73,78,18,7.9,27,Vicarious Visions,E,true
Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,79,51,7.1,453,Io Interactive,M,true
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0,0.22,1.72,,,,,,,true
The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61,60,5.4,575,"Ubisoft Reflections, Ivory Tower",T,true
Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0,0.94,1.72,,,,,,,true
