Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,elements,Peso
Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93,,,,,,,undefined,123
Mega Man 4,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93,,,,,,,undefined,123
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0,0.1,0.93,85,20,8.6,17,Neversoft Entertainment,T,undefined,123
Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0,0.02,0.93,71,16,8.8,8,Konami,E,undefined,123
Bayonetta,X360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,90,86,8,597,PlatinumGames,M,undefined,123
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,25,8.6,19,SCEA,E,undefined,123
Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93,71,21,7,5,Rainbow Studios,E,undefined,123
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,61,11,4.8,5,Neko Entertainment,E,undefined,123
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66,58,7,76,"Square Enix, h.a.n.d. Inc.",E10+,undefined,123
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,Codemasters,M,undefined,123
Inazuma Eleven 3,DS,2010,Role-Playing,Level 5,0,0,0.93,0,0.93,,,,,,,undefined,123
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,73,43,7.1,75,TT Games,E10+,undefined,123
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.06,0.93,39,5,5.6,8,Activision,E10+,undefined,123
SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.52,0.35,0,0.06,0.93,66,8,,,UDS,E,undefined,123
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,Gearbox Software,M,undefined,123
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80,5,6.8,12,TT Games,E10+,undefined,123
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.12,0.93,80,21,6.2,1489,Ubisoft,M,undefined,123
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.1,0.93,89,38,8.2,2482,Gearbox Software,M,undefined,123
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92,59,29,8.7,31,KCE Studios,E,undefined,123
Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.92,71,27,7.5,21,h.a.n.d. Inc.,E,undefined,123
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,3.3,9,Titus Software,E,undefined,123
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70,EA Tiburon,E,undefined,123
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92,61,11,6.7,44,Black Ops Entertainment,T,undefined,123
Cars,Wii,2006,Racing,THQ,0.83,0.03,0,0.07,0.92,65,13,,,Rainbow Studios,E,undefined,123
Monster High: Ghoul Spirit,DS,2011,Misc,THQ,0.69,0.16,0,0.07,0.92,,,,,ImaginEngine,E,undefined,123
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203,Capcom,T,undefined,123
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0,0.17,0.92,80,44,7.8,190,SCEA San Diego Studios,E,undefined,123
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0,0.16,0.92,85,31,8.5,575,Obsidian Entertainment,M,undefined,123
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,0.92,82,33,8.4,363,Obsidian Entertainment,M,undefined,123
NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92,,,,,,,undefined,123
Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92,,,,,,,undefined,123
Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,,,,,,,undefined,123
Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0,0.02,0.92,,,,,,,undefined,123
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92,87,23,7.5,75,SCEA San Diego Studios,E,undefined,123
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92,48,9,6.4,13,Tantalus Interactive,E,undefined,123
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73,71,7.7,224,Visceral Games,M,undefined,123
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,Nintendo,E10+,undefined,123
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92,79,47,7.1,34,Yuke's,T,undefined,123
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92,59,32,8,46,Sonic Team,E,undefined,123
Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0,0.12,0.92,,,,,,,undefined,123
Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,,,,,,,undefined,123
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,"Mistwalker, Artoon",T,undefined,123
Buzz! Quiz World,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.57,0,0.19,0.91,,,,,,,undefined,123
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91,74,21,8.2,62,Marvelous AQL,E,undefined,123
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.91,70,20,6.7,7,Xpec,E10+,undefined,123
Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0,0.12,0.91,,,,,,,undefined,123
EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.28,0.51,0.02,0.11,0.91,,,,,,,undefined,123
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.27,0,0.12,0.91,78,20,5.4,14,EA Canada,E,undefined,123
Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.76,0.09,0,0.06,0.91,,,,,High Voltage Software,E,undefined,123
Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91,76,23,8.1,12,Electronic Arts,T,undefined,123
Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.3,0,0.16,0.91,,,,,,,undefined,123
Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,Ubisoft Shanghai,T,undefined,123
LEGO Harry Potter: Years 5-7,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0,0.15,0.91,76,27,8.3,48,Traveller's Tales,E10+,undefined,123
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,15,8.9,23,Genki,E,undefined,123
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92,59,8.9,950,Monolith Soft,T,undefined,123
Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0,0.07,0.91,,,,,,,undefined,123
Glover,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0,0.01,0.91,,,,,,,undefined,123
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90,13,8.7,31,Codemasters,E,undefined,123
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57,25,7.4,57,Omega Force,T,undefined,123
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.09,0.91,86,15,5.7,183,Visual Concepts,E,undefined,123
Namco Museum,XB,N/A,Misc,Unknown,0.77,0.11,0,0.04,0.91,59,7,,,Mass Media,E,undefined,123
SSX,PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81,38,6.8,110,EA Canada,E,undefined,123
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56,26,8.1,57,Sonic Team,E,undefined,123
AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.84,0,0,0.07,0.91,,,,,,,undefined,123
Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91,,,,,,,undefined,123
Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0,0.04,0.91,75,20,7.9,12,Sonic Team,E,undefined,123
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76,42,6.5,53,Codemasters,M,undefined,123
Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9,80,23,7.6,5,EA Sports,E,undefined,123
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78,68,8.3,432,Mistwalker,T,undefined,123
Street Fighter V,PS4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9,77,80,3.4,1221,Capcom,T,undefined,123
Just Cause 3,XOne,2015,Action,Square Enix,0.44,0.39,0,0.08,0.9,71,24,7,186,Avalanche Studios,M,undefined,123
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9,,,,,,,undefined,123
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9,78,36,7.6,9,989 Sports,E,undefined,123
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.9,73,75,7.3,82,Vicarious Visions,T,undefined,123
Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9,90,52,8.8,114,Criterion Games,E10+,undefined,123
Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76,45,6.7,344,Crytek,M,undefined,123
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.37,0,0.08,0.9,,,7,109,Ubisoft Montreal,M,undefined,123
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88,82,8.3,818,CD Projekt Red Studio,M,undefined,123
Homefront,PS3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70,60,5.7,174,Kaos Studios,M,undefined,123
Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0,0.06,0.9,,,,,,,undefined,123
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9,70,46,7,80,TT Games,E10+,undefined,123
Avatar: The Game,PS3,2009,Action,Ubisoft,0.32,0.42,0,0.16,0.9,,,,,,,undefined,123
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0,0.07,0.9,71,64,5.7,2421,ZeniMax Media,M,undefined,123
3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0,0.06,0.9,,,,,,,undefined,123
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70,44,8.1,8,Clap Hanz,E,undefined,123
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.25,0,0.12,0.9,74,44,7.4,10,Rainbow Studios,E,undefined,123
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0,0.15,0.9,74,13,5.2,118,EA Sports,E,undefined,123
Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73,28,7.6,34,Sonic Team,E,undefined,123
Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9,,,,,,,undefined,123
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50,14,6.5,28,Vicarious Visions,T,undefined,123
James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9,71,16,7.5,15,Electronic Arts,T,undefined,123
LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,0.34,0.46,0,0.1,0.9,69,5,,,Traveller's Tales,E10+,undefined,123
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.9,61,4,5.2,11,TT Games,E10+,undefined,123
DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0,0.14,0.9,86,53,7.8,49,FreeStyleGames,T,undefined,123
Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.27,0,0.08,0.9,,,,,Toys for Bob,E10+,undefined,123
X-Men Legends,XB,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9,82,63,8.5,14,Raven Software,T,undefined,123
NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9,85,28,7.6,14,EA Canada,E,undefined,123
Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9,68,21,6.6,27,Magic Pockets,E,undefined,123
LEGO The Lord of the Rings,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.48,0.34,0,0.07,0.9,,,7.2,21,TT Games,E10+,undefined,123
Madagascar,GBA,2005,Platform,Activision,0.62,0.24,0,0.03,0.89,71,6,,,Vicarious Visions,E,undefined,123
Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0,0.12,0.89,76,25,8,20,Midway,M,undefined,123
The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0,0.06,0.89,68,11,,,Blitz Games Studios,E,undefined,123
Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,91,22,8.5,59,KCEK,T,undefined,123
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67,64,6.3,121,Zipper Interactive,M,undefined,123
Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89,83,29,6.2,16,EA Sports,E,undefined,123
FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.62,0,0.1,0.89,77,47,6.7,58,EA Sports,E,undefined,123
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,84,16,8.6,58,Nintendo,E,undefined,123
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,85,38,9.1,132,Intelligent Systems,E,undefined,123
Cars 2,Wii,2011,Racing,Disney Interactive Studios,0.43,0.37,0,0.09,0.89,,,,,,,undefined,123
TouchMaster 2,DS,2008,Puzzle,Midway Games,0.3,0.49,0,0.1,0.89,76,8,,,Midway Studios - San Diego,E,undefined,123
Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,0,0,0.89,0,0.89,,,,,,,undefined,123
MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.72,0,0,0.17,0.89,,,,,,,undefined,123
Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0,0.18,0.89,77,56,8.3,80,Guerrilla,T,undefined,123
Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0,0.02,0.89,62,11,5.5,8,Traveller's Tales,E,undefined,123
Lego Batman 3: Beyond Gotham,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0,0.08,0.89,,,6.8,14,TT Games,E10+,undefined,123
Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,83,10,8.2,22,Namco,T,undefined,123
NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89,85,16,7.5,6,Visual Concepts,E,undefined,123
Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.14,0.89,83,43,7.8,30,Black Rock Studio,E,undefined,123
We Ski & Snowboard,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.89,,,,,,,undefined,123
Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.89,81,67,8.1,84,Sony Bend,M,undefined,123
Call of Duty: World at War,DS,2008,Shooter,Activision,0.56,0.25,0,0.08,0.89,75,12,7.8,20,n-Space,T,undefined,123
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.25,0,0.11,0.89,80,41,7.3,17,Electronic Arts,E,undefined,123
CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0,0.1,0.89,,,,,,,undefined,123
MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89,,,,,,,undefined,123
The Jak and Daxter Collection,PS3,2012,Platform,Sony Computer Entertainment,0.6,0.18,0,0.11,0.89,,,,,,,undefined,123
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.28,0.51,0,0.09,0.89,80,18,8.4,22,EA Canada,E,undefined,123
SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89,,,,,,,undefined,123
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.29,0,0.13,0.89,70,25,7.1,16,Traveller's Tales,E10+,undefined,123
Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0,0,0.89,0,0.89,,,,,,,undefined,123
Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.83,0,0,0.06,0.89,70,17,7.9,15,RED Entertainment,E,undefined,123
Buzz! Quiz TV,PS3,2008,Misc,Sony Computer Entertainment,0.28,0.47,0,0.13,0.89,,,,,,,undefined,123
NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0,0,0.07,0.89,79,9,4.1,34,EA Tiburon,E,undefined,123
Samba De Amigo,Wii,2008,Misc,Sega,0.41,0.37,0.01,0.09,0.88,68,43,8.1,40,Gearbox Software,E,undefined,123
Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,,,,,,,undefined,123
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0,0.15,0.88,71,30,7.5,49,EA Redwood Shores,T,undefined,123
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0,0.09,0.88,86,40,4.2,6430,Infinity Ward,M,undefined,123
The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.46,0,0.15,0.88,78,37,8.1,60,Crystal Dynamics,T,undefined,123
F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.88,84,43,7.5,65,Codemasters Birmingham,E,undefined,123
Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,78,47,7.8,91,Techland,M,undefined,123
Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.48,0.33,0,0.08,0.88,,,,,,,undefined,123
Rhythm Heaven,Wii,N/A,Misc,Unknown,0.11,0,0.77,0.01,0.88,,,,,,,undefined,123
NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,0.88,84,23,8.3,13,Visual Concepts,E,undefined,123
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,78,52,8.3,144,Square Enix,T,undefined,123
Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88,,,,,,,undefined,123
Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0,0.06,0.88,,,,,,,undefined,123
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.8,0,0.01,0.07,0.88,51,11,7.8,17,Ubisoft,E,undefined,123
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.47,0.33,0,0.08,0.88,77,27,6.4,194,Ubisoft Montreal,M,undefined,123
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88,82,78,8.5,397,Capcom,M,undefined,123
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,74,55,7.3,81,BioWare,E,undefined,123
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.5,0.28,0,0.09,0.88,61,8,5.5,18,n-Space,T,undefined,123
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0,0.07,0.88,90,40,6.6,2299,Rockstar Toronto,M,undefined,123
Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.09,0,0.06,0.88,93,57,8.2,137,Harmonix Music Systems,T,undefined,123
WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.35,0,0.08,0.88,75,49,7.6,45,Yuke's,T,undefined,123
ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0,0.11,0.88,86,25,8.1,18,Kush Games,E,undefined,123
Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,82,49,7.8,345,Gearbox Software,M,undefined,123
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87,88,49,8.8,45,FASA Studio,T,undefined,123
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0,0,0.07,0.87,76,29,6.8,27,EA Tiburon,E,undefined,123
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0,0.06,0.87,48,4,6.6,16,Runecraft,T,undefined,123
Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87,,,,,,,undefined,123
F1 2009,Wii,2009,Racing,Codemasters,0.15,0.62,0,0.11,0.87,69,29,7.2,30,Sumo Digital,E,undefined,123
Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87,,,,,,,undefined,123
Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87,81,33,8.8,17,Red Storm Entertainment,M,undefined,123
Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.4,0.01,0.08,0.87,80,47,7.9,468,United Front Games,M,undefined,123
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87,80,71,7.7,446,Big Huge Games,M,undefined,123
Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.87,,,,,,,undefined,123
Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,,,,,,,undefined,123
Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",0,0,0.87,0,0.87,,,,,,,undefined,123
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0,0.12,0.87,68,20,7.2,105,Jupiter Corporation,E10+,undefined,123
Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87,69,27,8.1,35,Alfa System,T,undefined,123
Peppa Pig: The Game,DS,2008,Misc,Pinnacle,0,0.81,0,0.06,0.87,,,,,,,undefined,123
Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.18,0,0.07,0.87,63,31,6.8,29,Ubisoft Montreal,E10+,undefined,123
NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87,,,,,,,undefined,123
LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87,73,69,6.9,159,"Media Molecule, United Front Games",E,undefined,123
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87,69,17,7.3,19,Shaba Games,T,undefined,123
NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0,0.06,0.87,,,,,,,undefined,123
GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.87,87,62,7.9,131,Codemasters,E,undefined,123
DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87,83,59,7.4,94,Codemasters,E,undefined,123
Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0,0.23,0.87,,,,,,,undefined,123
Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,85,84,8.1,237,Volition Inc.,M,undefined,123
Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0,0.12,0.87,88,37,9,37,EA Sports,T,undefined,123
Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0,0.02,0.87,65,14,8.1,17,SCi,T,undefined,123
LEGO Jurassic World,X360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.32,0,0.08,0.87,,,7.1,14,TT Games,E10+,undefined,123
Triple Play 2002,PS2,2002,Sports,Electronic Arts,0.43,0.33,0,0.11,0.87,65,17,,,Pandemic Studios,E,undefined,123
Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.27,0.01,0.08,0.87,62,17,4.9,12,Cooking Mama Limited,E,undefined,123
Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.47,0.3,0,0.09,0.87,76,65,8.3,149,Gearbox Software,M,undefined,123
Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,92,19,8.3,129,SquareSoft,T,undefined,123
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,55,14,8.2,16,Omega Force,T,undefined,123
Enduro,2600,1982,Misc,Quelle,0.81,0.05,0,0.01,0.87,,,,,,,undefined,123
Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.42,0.03,0.16,0.87,77,23,6.3,288,Crytek,M,undefined,123
Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.39,0.02,0.16,0.87,72,43,7.1,73,Pandemic Studios,T,undefined,123
SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87,73,29,,,SCEE,T,undefined,123
Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0,0.08,0.86,58,7,,,Disney Interactive Studios,E,undefined,123
Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.59,0.2,0,0.07,0.86,76,29,8.5,28,Red Fly Studio,E10+,undefined,123
Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,Square Enix,0,0,0.86,0,0.86,,,,,Cygames,T,undefined,123
Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.86,,,,,,,undefined,123
